Team,Season,off_pass_att,off_pass_cmp,off_cmp_pct,off_yds_per_att,off_pass_yds,off_pass_td,off_int,off_qb_rating,off_first_downs,off_first_down_pct,off_pass_20plus,off_pass_40plus,off_pass_long,off_sacks_taken,off_sack_yds_lost,off_rush_att,off_rush_yds,off_rush_avg,off_rush_td,off_rush_20plus,off_rush_40plus,off_rush_long,off_rush_1st,off_rush_1st_pct,off_rush_fum,off_rec,off_rec_yds,off_yds_per_rec,off_rec_td,off_rec_20plus,off_rec_40plus,off_rec_long,off_rec_1st,off_rec_1st_pct,off_rec_fum,off_total_td,off_2pt_conv,off_3rd_att,off_3rd_md,off_4th_att,off_4th_md,off_scrim_plays,def_pass_att,def_pass_cmp,def_pass_cmp_pct,def_pass_yds_per_att,def_pass_yds,def_pass_td_allowed,def_pass_int_made,def_opp_qb_rating,def_pass_1st,def_pass_1st_pct,def_pass_20plus_allowed,def_pass_40plus_allowed,def_pass_long_allowed,def_rush_att,def_rush_yds,def_rush_avg,def_rush_td_allowed,def_rush_20plus_allowed,def_rush_40plus_allowed,def_rush_long_allowed,def_rush_1st,def_rush_1st_pct,def_rush_fum_recovered,def_rec_allowed,def_rec_yds_allowed,def_yds_per_rec_allowed,def_rec_td_allowed,def_rec_20plus_allowed,def_rec_40plus_allowed,def_rec_long_allowed,def_rec_1st,def_rec_1st_pct,def_rec_fum_recovered,def_passes_defended,def_fum_td,def_safety,def_int_td,def_sacks,def_comb_tackles,def_assist_tackles,def_solo_tackles,def_3rd_att,def_3rd_md,def_4th_att,def_4th_md,def_scrim_plays,def_forced_fumbles,def_fum_recovered,def_int_yds,def_longest_play,st_fg_made,st_fg_pct,st_xp_made,st_xp_pct,st_kick_return_td,st_punt_return_td,made_playoffs,won_playoff,championship_win,superbowl_win,preseaon_power_rank,normalized_power_rank
49ers,2024,533,349,65.5,8.3,4424,23,16,93.1,204,38.3,66,11,76,36,187,457,2163,4.7,17,13,1,76,120,26.3,7,349,4424,12.7,23,66,11,76,210,60.2,5,42,0,197,84,16,8,1069,516,338,65.5,6.7,3476,25,11,92,181,35.1,39,5,97T,476,2118,4.4,24,11,4,65T,118,24.8,8,338,3476,10.3,25,39,5,97T,181,53.6,4,72,0,0,1,37,1042,400,635,216,93,26,17,1061,13,6,167,45T,33,76.7,38,95,0,0,0,0,0,0,2,0.5
Bears,2024,566,353,62.4,6.3,3552,20,7,86.8,172,30.4,40,6,47,68,466,431,1734,4,13,7,1,56T,97,22.5,4,353,3552,10.1,20,40,6,47,172,48.7,5,36,3,231,76,38,23,1090,503,325,64.6,7.9,3959,17,11,90.9,177,35.2,57,10,82T,485,2317,4.8,20,12,2,53T,129,26.6,5,325,3959,12.2,17,57,10,82T,177,54.5,6,66,0,0,1,40,1074,412,625,213,80,19,9,1071,17,13,87,43T,21,84,25,96.2,0,1,0,0,0,0,16,0.0625
Bengals,2024,652,460,70.6,7.5,4918,43,9,108.5,253,38.8,49,12,70T,48,278,380,1574,4.1,11,9,2,47T,88,23.2,6,460,4918,10.7,43,49,12,70,253,55,5,57,1,214,100,19,10,1113,573,372,64.9,7,4016,30,15,91.9,192,33.5,48,10,84T,479,2122,4.4,20,10,2,66,137,28.6,9,372,4016,10.8,30,48,10,84T,192,51.6,2,79,0,1,2,36,1100,441,634,207,87,27,16,1114,14,10,249,51T,25,75.8,51,96.2,1,0,0,0,0,0,6,0.166666667
Bills,2024,520,329,63.3,7.6,3938,30,6,100.8,181,34.8,56,11,69T,14,63,491,2230,4.5,32,13,4,65T,140,28.5,2,329,3938,12,30,56,11,69,181,55,2,65,1,202,89,22,16,1054,578,396,68.5,7.1,4100,28,16,93.4,217,37.5,43,4,67T,435,1963,4.5,13,11,3,87T,109,25.1,11,396,4100,10.4,28,43,4,67T,217,54.8,4,60,1,1,2,39,1085,405,623,201,88,32,17,1077,18,16,145,31,24,82.8,59,92.2,0,0,1,1,0,0,8,0.125
Broncos,2024,570,379,66.5,6.7,3808,30,12,94.1,172,30.2,52,6,93T,24,198,461,1908,4.1,12,10,1,43,124,26.9,5,379,3808,10,30,52,6,93,172,45.4,6,47,0,230,91,22,15,1089,606,393,64.8,6.8,4112,22,15,86.2,203,33.5,47,5,70T,424,1639,3.9,10,11,3,43,82,19.3,7,393,4112,10.5,22,47,5,70T,203,51.6,4,68,2,2,3,63,1105,426,648,236,88,30,16,1126,12,9,430,100,31,91.2,46,100,0,0,0,0,0,0,27,0.037037037
Browns,2024,661,395,59.8,5.9,3879,19,23,71.4,180,27.2,39,4,89T,66,373,391,1608,4.1,8,7,2,66,93,23.8,6,395,3879,9.8,19,39,4,89,180,45.6,2,29,5,237,70,44,24,1145,511,316,61.8,7.6,3878,26,4,98.9,176,34.4,56,9,93T,488,2205,4.5,22,22,4,75T,108,22.1,6,316,3878,12.3,26,56,9,93T,176,55.7,1,60,1,1,0,41,1039,373,636,224,81,18,8,1071,12,8,-2,0,18,66.7,18,85.7,0,0,0,0,0,0,14,0.071428571
Buccaneers,2024,571,408,71.4,7.9,4505,41,16,106.8,224,39.2,58,5,57T,40,248,483,2536,5.2,16,15,4,56,137,28.4,12,408,4505,11,41,58,5,57,224,54.9,6,59,1,216,110,14,9,1126,630,418,66.4,7.1,4464,27,7,96.6,212,33.6,54,9,59,389,1663,4.3,13,9,3,81,94,24.2,10,418,4464,10.7,27,54,9,59,212,50.7,6,61,1,1,0,46,1030,364,648,210,80,30,19,1109,16,11,28,17,30,93.8,54,96.4,0,0,0,0,0,0,20,0.05
Cardinals,2024,543,374,68.9,7.1,3859,21,11,93.5,191,35.2,43,3,60T,30,220,463,2451,5.3,18,17,7,53,136,29.4,9,374,3859,10.3,21,43,3,60,191,51.1,5,42,3,193,83,18,8,1074,539,370,68.6,7.3,3930,20,9,95.1,200,37.1,46,6,53,465,2149,4.6,18,12,2,51T,124,26.7,7,370,3930,10.6,20,46,6,53,200,54,7,63,0,2,0,41,1128,481,604,208,91,24,14,1083,17,8,12,10,34,89.5,36,97.3,1,0,0,0,0,0,24,0.041666667
Chargers,2024,510,336,65.9,7.6,3901,23,3,101.4,176,34.5,54,7,66T,44,270,463,1882,4.1,17,11,5,61,110,23.8,5,336,3901,11.6,23,54,7,66,176,52.4,4,41,3,221,89,16,10,1059,565,367,65,6.7,3762,24,15,87,170,30.1,48,8,60,426,1997,4.7,7,13,3,54,108,25.4,6,367,3762,10.2,24,48,8,60,170,46.3,1,87,0,0,1,46,1030,380,642,224,80,29,18,1074,8,6,173,61T,39,92.9,33,91.7,0,0,0,0,0,0,13,0.076923077
Chiefs,2024,600,404,67.3,6.7,4046,26,11,93.1,219,36.5,42,4,54T,41,266,450,1790,4,15,7,0,34T,106,23.6,4,404,4046,10,26,41,4,54,219,54.2,2,42,0,229,111,17,12,1128,569,375,65.9,7,3970,24,13,90.6,191,33.6,52,10,58T,418,1731,4.1,13,8,1,62T,112,26.8,4,375,3970,10.6,24,52,10,58T,191,50.9,4,71,1,0,0,39,999,353,649,215,93,23,12,1057,15,7,102,47,32,86.5,37,94.9,0,0,1,1,1,0,1,1
Colts,2024,513,289,56.3,7,3599,20,19,75.8,161,31.4,51,10,69,32,238,496,2331,4.7,20,18,4,70T,130,26.2,10,289,3599,12.4,20,51,10,69,161,55.7,3,41,1,219,83,28,17,1078,545,378,69.4,7.6,4142,27,16,95.8,191,35,47,10,85T,531,2241,4.2,18,11,3,65T,127,23.9,7,378,4142,11,27,47,10,85T,191,50.5,6,57,1,0,0,36,1211,480,665,234,104,21,11,1150,18,9,105,20,31,83.8,36,100,0,0,0,0,0,0,21,0.047619048
Commanders,2024,525,365,69.5,7.5,3932,29,9,102.5,192,36.6,45,10,86T,50,267,526,2619,5,25,19,4,50T,154,29.3,7,365,3932,10.8,29,45,10,86,192,52.6,4,55,4,217,99,23,20,1143,496,307,61.9,7,3492,25,7,93.9,175,35.3,47,5,45,490,2337,4.8,18,14,2,68T,122,24.9,9,307,3492,11.4,25,47,5,45,175,57,2,60,0,0,1,43,1038,414,639,207,79,24,16,1064,16,10,153,67T,34,81,45,95.7,0,0,1,1,0,0,26,0.038461538
Cowboys,2024,637,398,62.5,6.4,4092,23,14,83.8,192,30.1,47,7,65,38,230,429,1705,4,6,3,0,27,98,22.8,12,398,4092,10.3,23,47,7,65,192,48.2,7,33,1,228,84,28,10,1151,512,349,68.2,7.9,4045,28,13,99.4,175,34.2,47,12,86T,482,2331,4.8,25,12,1,45T,141,29.2,3,349,4045,11.6,28,47,12,86T,175,50.1,6,70,0,0,1,52,1068,410,690,205,75,25,17,1077,18,9,97,23T,40,85.1,30,100,2,1,0,0,0,0,10,0.1
Dolphins,2024,591,413,69.9,6.8,4036,22,10,94.1,221,37.4,37,3,80T,43,299,448,1795,4,12,8,3,61T,90,20.1,10,413,4036,9.8,22,37,3,80,221,53.5,4,34,2,212,77,31,15,1123,572,365,63.8,6.7,3829,22,10,88.7,190,33.2,42,6,71T,405,1763,4.4,12,10,2,49T,97,24,5,365,3829,10.5,22,42,6,71T,190,52,1,69,0,0,0,35,1003,396,588,209,75,20,10,1054,8,6,21,7,37,90.2,26,92.9,0,0,0,0,0,0,11,0.090909091
Eagles,2024,448,303,67.6,7.8,3517,24,6,103.4,168,37.5,49,12,67,45,323,621,3048,4.9,29,25,7,72T,164,26.4,6,303,3517,11.6,24,49,12,67,168,55.4,2,54,3,235,98,27,19,1150,542,337,62.2,6,3266,22,13,82.5,160,29.5,35,7,70T,416,1771,4.3,9,6,0,39,108,26,15,337,3266,9.7,22,35,7,70T,160,47.5,6,90,0,0,1,41,980,373,612,211,75,30,19,1031,22,13,166,69T,28,77.8,47,97.9,0,0,1,1,1,1,5,0.2
Falcons,2024,559,364,65.1,7.7,4283,21,19,86.6,198,35.4,54,8,60,32,215,495,2219,4.5,18,10,0,37,133,26.9,6,364,4283,11.8,21,54,8,60T,198,54.4,3,43,2,209,82,31,21,1121,578,404,69.9,6.9,4004,34,12,100.2,200,34.6,44,8,67,458,2051,4.5,11,8,1,56,131,28.6,9,404,4004,9.9,34,44,8,67,200,49.5,6,66,1,1,3,31,1092,415,666,212,96,26,14,1105,12,6,187,55,29,70.7,38,100,0,0,0,0,0,0,19,0.052631579
Giants,2024,591,366,61.9,6,3521,15,13,77.8,170,28.8,34,4,59T,48,293,424,1783,4.2,13,12,3,45T,104,24.5,6,366,3521,9.6,15,34,4,59,170,46.4,3,30,1,232,82,37,20,1091,503,349,69.4,7.7,3869,23,5,103,177,35.2,49,7,55T,503,2316,4.6,18,19,5,56,129,25.6,9,349,3869,11.1,23,49,7,55T,177,50.7,5,60,0,0,0,45,1152,502,610,216,87,21,12,1088,16,10,52,26,23,82.1,22,95.6,1,0,0,0,0,0,30,0.033333333
Jaguars,2024,546,343,62.8,6.8,3717,19,15,83,174,31.9,54,8,85,32,240,414,1729,4.2,13,8,2,65T,106,25.6,5,343,3717,10.8,19,54,8,85T,174,50.7,5,34,4,204,76,26,14,1021,580,389,67.1,7.9,4605,29,6,103.4,219,37.8,71,14,80T,511,2254,4.4,19,12,0,38T,137,26.8,3,389,4605,11.8,29,71,14,80T,219,56.3,0,74,1,0,0,34,1132,419,697,225,97,24,14,1165,5,3,41,22,27,93.1,27,100,0,1,0,0,0,0,17,0.058823529
Jets,2024,607,385,63.4,6.6,4016,31,11,92,201,33.1,52,7,71,40,302,363,1561,4.3,8,6,1,42T,83,22.9,7,385,4016,10.4,31,52,7,71,201,52.2,3,40,5,210,83,24,10,1037,521,327,62.8,6.9,3588,18,7,89,171,32.8,49,7,69T,504,2059,4.1,22,7,1,61,129,25.6,7,327,3588,11,18,49,7,69T,171,52.3,3,57,0,0,0,43,1070,383,665,215,83,21,16,1111,14,10,18,18,20,71.4,28,90.3,1,0,0,0,0,0,12,0.083333333
Lions,2024,551,399,72.4,8.6,4718,39,12,112.6,242,43.9,62,11,82,33,244,534,2488,4.7,29,14,3,70T,144,27,3,399,4718,11.8,39,62,11,82,242,60.6,2,70,1,206,98,33,22,1147,610,373,61.2,7.2,4404,18,16,82,198,32.5,62,10,64,369,1672,4.5,18,9,2,58,86,23.3,7,373,4404,11.8,18,62,10,64,198,53.1,7,81,0,0,1,37,933,317,604,185,60,29,12,1051,13,7,155,47,26,89.7,64,95.5,0,1,1,0,0,0,4,0.25
Packers,2024,479,308,64.3,8.2,3939,28,11,99.8,171,35.7,59,14,70T,22,132,526,2496,4.8,23,15,0,38,142,27,8,308,3939,12.8,28,59,14,70,171,55.5,2,52,3,190,75,16,8,1065,565,381,67.4,7,3959,23,17,88.5,200,35.4,48,1,67T,426,1689,4,13,9,0,39T,104,24.4,6,381,3959,10.4,23,48,1,67T,200,52.5,7,56,0,0,1,45,1059,408,646,208,78,30,18,1063,16,14,288,48T,32,84.2,46,100,0,0,0,0,0,0,9,0.111111111
Panthers,2024,547,341,62.3,6.2,3411,22,15,82,168,30.7,43,3,83T,36,223,410,1878,4.6,18,13,0,38T,99,24.2,4,341,3411,10,22,43,3,83,168,49.3,6,40,1,211,76,30,14,1019,530,360,67.9,7.6,4043,35,9,105.4,205,38.7,51,7,63T,592,3057,5.2,24,15,4,46,179,30.2,6,360,4043,11.2,35,51,7,63T,205,56.9,4,68,0,0,0,32,1224,531,691,223,112,15,9,1196,8,8,96,33,22,84.6,33,94.3,0,0,0,0,0,0,32,0.03125
Patriots,2024,529,342,64.6,6.3,3343,18,11,85,167,31.6,34,3,50,52,348,446,1969,4.4,11,9,2,45T,101,22.6,14,342,3343,9.8,18,34,3,50,167,48.8,4,30,3,215,75,24,14,1060,533,346,64.9,7,3749,27,7,96.9,189,35.5,45,6,69T,507,2233,4.4,16,10,4,59,127,25,11,346,3749,10.8,27,45,6,69T,189,54.6,2,73,1,0,0,28,1118,463,628,215,93,21,11,1103,14,5,49,35,26,78.8,25,96.2,0,0,0,0,0,0,31,0.032258065
Raiders,2024,635,410,64.6,6.5,4117,19,16,82.4,209,32.9,50,4,58,50,320,380,1357,3.6,10,4,1,40T,78,20.5,10,410,4117,10,19,50,4,58,209,51,0,30,2,224,78,25,14,1111,561,370,66,7.1,3989,29,10,96.5,194,34.6,47,5,62T,454,1987,4.4,14,15,3,61,102,22.5,4,370,3989,10.8,29,47,5,62T,194,52.4,3,81,0,0,1,38,1082,442,620,221,88,13,10,1090,6,3,130,35T,34,85,23,92,0,0,0,0,0,0,29,0.034482759
Rams,2024,559,367,65.6,7.3,4096,22,9,93.7,192,34.4,51,7,69T,31,228,450,1765,3.9,15,3,0,30,119,26.4,7,367,4096,11.2,22,51,7,69T,192,52.3,1,41,0,201,74,24,16,1074,542,354,65.3,7.6,4101,29,13,95.9,196,36.2,57,7,66T,477,2210,4.6,13,9,3,72T,117,24.5,3,354,4101,11.6,29,57,7,66T,202,57.1,2,73,1,1,2,38,1111,474,586,204,83,17,9,1090,10,7,145,103,29,85.3,32,88.9,0,0,1,0,0,0,15,0.066666667
Ravens,2024,477,318,66.7,8.8,4189,41,4,119.4,199,41.7,56,14,84T,24,154,554,3189,5.8,21,29,7,87,164,29.6,9,318,4189,13.2,41,56,14,84,199,62.6,1,65,1,191,92,15,8,1085,625,396,63.4,7.2,4468,27,12,91.1,218,34.9,58,6,70T,383,1361,3.6,12,3,0,25T,69,18,5,396,4468,11.3,27,58,6,70T,218,55,4,82,0,0,2,54,1029,399,618,226,90,28,12,1095,12,5,102,37,22,73.3,60,96.8,0,0,1,0,0,0,3,0.333333333
Saints,2024,551,340,61.7,6.8,3730,21,12,85.3,167,30.3,47,8,71,37,242,444,1954,4.4,15,7,1,75,111,25,2,340,3730,11,21,47,8,71,167,49.1,6,37,1,216,76,27,15,1063,591,366,61.9,7.3,4295,19,14,84.8,194,32.8,56,10,89T,489,2404,4.9,20,18,1,65T,133,27.2,5,366,4295,11.7,19,55,10,89T,194,53,2,93,0,1,0,39,1079,389,709,224,92,27,14,1161,12,3,169,47,27,87.1,31,93.9,0,1,0,0,0,0,28,0.035714286
Seahawks,2024,593,413,69.6,7.4,4379,21,16,91.4,211,35.6,51,4,71T,54,359,383,1627,4.2,17,12,1,51,88,23,5,413,4379,10.6,21,51,4,71T,211,51.1,4,43,0,210,79,19,10,1060,569,371,65.2,6.9,3930,26,13,90.9,193,33.9,48,6,76T,451,2053,4.6,11,10,2,76,107,23.7,10,371,3930,10.6,26,48,6,76T,193,52,1,74,2,1,2,45,1095,434,656,224,83,20,10,1099,14,4,268,92,26,86.7,37,92.5,1,0,0,0,0,0,22,0.045454545
Steelers,2024,499,321,64.3,7.2,3607,21,6,94.8,158,31.7,55,8,55T,49,343,533,2166,4.1,14,11,0,36T,122,22.9,8,321,3607,11.2,21,55,8,55,158,49.2,5,37,0,228,90,18,7,1125,582,382,65.6,7.1,4151,23,17,87.5,193,33.2,47,9,57,412,1678,4.1,14,10,3,45T,108,26.2,6,382,4151,10.9,23,47,9,57,193,50.5,4,77,1,0,0,40,1038,403,641,204,72,22,15,1067,22,15,209,49,41,93.2,35,100,0,1,0,0,0,0,18,0.055555556
Texans,2024,570,357,62.6,6.9,3952,20,12,86.1,197,34.6,45,6,67T,54,426,434,1909,4.4,15,13,4,92,89,20.5,5,357,3952,11.1,20,45,6,67,197,55.2,4,38,0,231,87,18,11,1101,554,326,58.8,6.8,3753,31,19,83.7,172,31,49,12,70T,447,1938,4.3,11,13,2,58,107,23.9,8,326,3753,11.5,31,49,12,70T,172,52.8,3,90,2,1,1,49,989,349,640,220,79,26,17,1077,11,9,275,68T,36,85.7,34,94.4,0,0,1,0,0,0,7,0.142857143
Titans,2024,530,336,63.4,6.8,3621,22,21,80.7,164,30.9,43,9,98T,52,304,450,1855,4.1,11,8,1,41,112,24.9,11,336,3621,10.8,22,43,9,98,164,48.8,3,33,3,215,81,23,9,1059,473,314,66.4,6.8,3216,27,11,95.1,157,33.2,42,4,57,503,2277,4.5,21,18,5,92T,118,23.5,5,314,3216,10.2,27,42,4,57,157,50,3,53,0,2,0,32,1058,414,634,213,88,13,10,1039,10,6,86,30,25,92.6,28,100,0,0,0,0,0,0,25,0.04
Vikings,2024,548,364,66.4,8,4379,35,12,102.9,210,38.3,64,10,97T,49,336,457,1855,4.1,9,6,2,58,100,21.9,6,364,4379,12,35,64,10,97,210,57.7,4,47,0,200,80,13,6,1096,637,415,65.2,7,4459,24,24,82.4,218,34.2,51,4,98T,392,1588,4,12,5,2,47,83,21.2,5,415,4459,10.7,24,51,4,98T,218,52.5,2,94,1,0,2,49,1074,415,625,219,78,35,13,1108,12,9,140,63T,35,83.3,45,97.8,0,0,0,0,0,0,23,0.043478261
49ers,2023,491,336,68.4,9.3,4577,33,12,110.2,207,42.2,75,15,76T,34,193,499,2389,4.8,27,11,3,72,147,29.5,5,336,4577,13.6,33,75,15,76,207,61.6,3,61,0,179,85,13,7,1024,621,410,66,6.4,3949,20,22,79.6,190,30.6,45,5,60T,369,1525,4.1,10,10,2,49T,97,26.3,4,410,3949,9.6,20,45,5,60T,190,46.3,6,84,0,1,1,48,1018,334,636,215,88,28,14,1038,10,6,309,66T,21,84,60,98.4,0,0,1,1,1,0,3,0.333333333
Bears,2023,513,321,62.6,6.7,3421,19,15,82.2,169,32.9,48,5,58,50,325,534,2399,4.5,16,13,0,39T,137,25.7,5,321,3421,10.7,19,48,5,58T,169,52.6,4,37,1,238,98,26,13,1097,617,410,66.4,6.9,4245,31,22,88,196,31.8,48,10,75T,388,1468,3.8,8,6,0,36,88,22.7,6,410,4245,10.4,31,48,10,75T,196,47.8,4,83,0,0,2,30,1022,353,615,222,98,23,10,1035,13,6,245,45,35,92.1,31,93.9,0,0,0,0,0,0,25,0.04
Bengals,2023,615,420,68.3,6.9,4257,27,14,93,208,33.8,46,10,80,50,362,383,1527,4,12,7,1,44,90,23.5,1,420,4257,10.1,27,46,10,80,208,49.5,3,41,1,218,82,20,9,1048,555,364,65.6,8.1,4480,23,17,91.4,201,36.2,65,11,86T,456,2145,4.7,17,17,1,41,127,27.8,6,364,4480,12.3,23,65,11,86T,201,55.2,4,74,0,0,1,44,1078,395,619,213,87,15,7,1055,11,9,152,30,26,83.9,40,100,0,1,0,0,0,0,4,0.25
Bills,2023,579,385,66.5,7.4,4306,29,18,92.2,199,34.4,49,9,81T,24,152,512,2212,4.3,22,9,1,42,158,30.9,9,385,4306,11.2,29,49,9,81,199,51.7,6,54,3,219,109,16,9,1115,552,363,65.8,6.7,3676,18,18,81.9,183,33.2,44,1,48,409,1880,4.6,14,13,2,83,96,23.5,4,363,3676,10.1,18,44,1,48,183,50.4,7,79,0,0,2,54,1014,321,642,215,83,19,10,1015,14,11,148,40,24,82.8,49,98,0,1,1,0,0,0,5,0.2
Broncos,2023,513,337,65.7,7,3566,28,9,96.7,154,30,44,13,60,52,304,451,1810,4,8,9,0,38,116,25.7,5,337,3566,10.6,28,44,13,60,154,45.7,7,38,4,220,81,20,13,1016,572,382,66.8,7.5,4302,29,11,98,201,35.1,56,8,68T,469,2331,5,15,17,5,72T,119,25.4,12,382,4302,11.3,29,56,8,68T,201,52.6,2,62,1,1,0,42,1103,380,649,202,67,34,16,1083,19,15,85,33,30,88.2,29,93.6,1,0,0,0,0,0,21,0.047619048
Browns,2023,624,355,56.9,6.4,4011,24,23,73.7,173,27.7,53,15,75,45,318,518,2017,3.9,15,9,3,69,121,23.4,9,355,4011,11.3,24,53,15,75,173,48.7,5,42,6,253,80,32,18,1187,535,307,57.4,5.9,3149,23,18,74.7,136,25.4,39,7,75T,420,1793,4.3,15,18,3,74T,87,20.7,5,307,3149,10.3,23,39,7,75T,136,44.3,2,92,1,0,2,49,924,266,649,230,67,15,6,1004,14,10,135,34,34,91.9,30,90.9,0,0,0,0,0,0,13,0.076923077
