Team,Season,off_pass_att,off_pass_cmp,off_cmp_pct,off_yds_per_att,off_pass_yds,off_pass_td,off_int,off_qb_rating,off_first_downs,off_first_down_pct,off_pass_20plus,off_pass_40plus,off_pass_long,off_sacks_taken,off_sack_yds_lost,off_rush_att,off_rush_yds,off_rush_avg,off_rush_td,off_rush_20plus,off_rush_40plus,off_rush_long,off_rush_1st,off_rush_1st_pct,off_rush_fum,off_rec,off_rec_yds,off_yds_per_rec,off_rec_td,off_rec_20plus,off_rec_40plus,off_rec_long,off_rec_1st,off_rec_1st_pct,off_rec_fum,off_total_td,off_2pt_conv,off_3rd_att,off_3rd_md,off_4th_att,off_4th_md,off_scrim_plays,def_pass_att,def_pass_cmp,def_pass_cmp_pct,def_pass_yds_per_att,def_pass_yds,def_pass_td_allowed,def_pass_int_made,def_opp_qb_rating,def_pass_1st,def_pass_1st_pct,def_pass_20plus_allowed,def_pass_40plus_allowed,def_pass_long_allowed,def_rush_att,def_rush_yds,def_rush_avg,def_rush_td_allowed,def_rush_20plus_allowed,def_rush_40plus_allowed,def_rush_long_allowed,def_rush_1st,def_rush_1st_pct,def_rush_fum_recovered,def_rec_allowed,def_rec_yds_allowed,def_yds_per_rec_allowed,def_rec_td_allowed,def_rec_20plus_allowed,def_rec_40plus_allowed,def_rec_long_allowed,def_rec_1st,def_rec_1st_pct,def_rec_fum_recovered,def_passes_defended,def_fum_td,def_safety,def_int_td,def_sacks,def_comb_tackles,def_assist_tackles,def_solo_tackles,def_3rd_att,def_3rd_md,def_4th_att,def_4th_md,def_scrim_plays,def_forced_fumbles,def_fum_recovered,def_int_yds,def_longest_play,st_fg_made,st_fg_pct,st_xp_made,st_xp_pct,st_kick_return_td,st_punt_return_td,made_playoffs,won_playoff,championship_win,superbowl_win,preseaon_power_rank,normalized_power_rank
Steelers,2021,664,425,64,6,4017,23,11,85.3,204,30.7,41,9,59,38,239,411,1583,3.8,10,9,0,37,85,20.7,0,425,4017,9.4,23,41,9,59,204,48,4,34,2,239,93,21,10,1113,563,355,63.1,7.1,3977,24,13,88.6,186,33,44,6,62T,498,2483,5,17,24,3,49,144,28.9,7,355,3977,11.2,24,43,6,62T,186,52.4,7,80,0,0,0,55,1111,369,708,232,86,24,13,1116,18,8,105,41,36,90,27,93.1,0,0,0,0,0,0,10,0.1
Texans,2021,546,354,64.8,6.6,3630,21,15,85.2,162,29.7,44,8,67T,44,325,420,1422,3.4,8,6,0,36,77,18.3,5,354,3630,10.2,21,44,8,67,162,45.8,5,31,2,239,95,21,9,1010,546,363,66.5,8,4342,27,17,94.1,218,39.9,55,12,68,523,2418,4.6,25,9,2,83,135,25.8,10,363,4342,12,27,55,12,68,218,60.1,4,64,0,1,1,32,1132,410,691,206,89,19,11,1101,16,7,295,82T,21,77.8,25,86.2,1,0,0,0,0,0,32,0.03125
Titans,2021,535,359,67.1,7,3745,22,14,90,194,36.3,35,7,57,47,327,551,2404,4.4,23,11,3,76,134,24.3,9,359,3745,10.4,22,35,7,57,194,54,4,49,2,236,103,24,15,1133,628,395,62.9,7.1,4485,24,16,86.4,204,32.5,60,11,68T,368,1438,3.9,14,3,1,58,90,24.5,4,395,4485,11.4,24,60,11,68T,204,51.6,7,83,1,0,2,43,977,312,633,210,77,24,14,1039,13,6,128,24,26,81.2,43,91.5,0,0,1,0,0,0,11,0.090909091
Vikings,2021,604,398,65.9,7.4,4450,34,7,101.6,202,33.4,63,10,64T,30,212,449,1930,4.3,10,13,2,66,103,22.9,6,398,4450,11.2,34,63,10,64,202,50.8,3,48,1,228,83,22,12,1083,626,401,64.1,7.5,4678,29,16,91.4,224,35.8,56,5,77T,475,2222,4.7,15,9,1,49,131,27.6,4,401,4678,11.7,29,56,5,77T,224,55.9,3,67,0,0,2,51,1148,424,676,214,78,30,15,1152,13,8,256,66,33,86.8,36,90,2,0,0,0,0,0,17,0.058823529
49ers,2020,570,371,65.1,7.6,4320,25,17,90.1,217,38.1,55,10,76,39,287,437,1889,4.3,19,8,2,80,101,23.1,6,371,4320,11.6,25,54,10,76,217,58.5,1,45,1,197,77,15,6,1046,537,341,63.5,6.6,3526,25,12,88.6,176,32.8,44,9,70,430,1703,4,12,9,2,61,102,23.7,8,341,3526,10.3,25,44,9,70,176,51.6,7,62,0,0,1,30,932,290,675,200,71,20,13,997,13,8,123,51T,22,84.6,38,95,0,0,0,0,0,0,2,0.5
Bears,2020,614,402,65.5,6.4,3925,26,16,86.5,218,35.5,42,3,53,36,270,393,1647,4.2,12,8,3,80T,93,23.7,1,402,3925,9.8,26,42,3,53T,218,54.2,5,40,2,205,71,28,17,1043,547,350,64,7.2,3939,28,10,94.8,190,34.7,50,7,72T,438,1814,4.1,11,9,0,37,104,23.7,6,350,3939,11.2,28,50,7,72T,190,54.3,4,71,1,1,0,35,958,313,698,210,80,22,13,1020,15,8,81,33,30,93.8,36,97.3,1,0,0,0,0,0,24,0.041666667
Bengals,2020,581,372,64,6.5,3793,19,11,85.6,201,34.6,35,5,72T,48,345,411,1668,4.1,13,9,2,55,92,22.4,8,372,3793,10.2,19,35,5,72,201,54,4,33,0,213,77,27,19,1040,541,340,62.8,7.3,3942,32,11,96.1,192,35.5,57,8,55,463,2368,5.1,13,20,3,72T,126,27.2,4,340,3942,11.6,32,56,8,55,192,56.5,6,80,0,0,0,17,972,367,635,210,91,16,10,1021,10,6,84,30,27,79.4,32,97,1,0,0,0,0,0,27,0.037037037
Bills,2020,596,410,68.8,8,4786,40,11,107.6,240,40.3,66,10,56,27,166,411,1723,4.2,16,10,1,51,119,29,6,410,4786,11.7,40,66,10,56,240,58.5,3,60,0,187,93,10,8,1034,573,369,64.4,6.9,3946,23,15,86.9,199,34.7,44,7,69T,414,1914,4.6,21,11,0,33,125,30.2,5,369,3946,10.7,23,44,7,69T,199,53.9,5,76,1,0,2,38,962,276,653,191,76,19,11,1025,15,10,184,51,28,82.4,57,96.6,0,1,1,1,0,0,6,0.166666667
Broncos,2020,556,317,57,6.6,3673,21,23,72.5,176,31.6,49,11,92,32,222,442,1918,4.3,13,13,3,65T,94,21.3,7,317,3673,11.6,21,49,11,92,176,55.5,6,35,2,212,82,15,4,1030,567,374,66,7.2,4089,21,10,92.1,201,35.4,59,6,84T,434,2080,4.8,22,17,3,59,106,24.4,6,374,4089,10.9,21,59,6,84T,201,53.7,4,64,0,0,0,42,970,292,728,219,88,14,7,1043,12,6,130,46,28,80,25,83.3,0,1,0,0,0,0,21,0.047619048
Browns,2020,501,315,62.9,7.4,3701,27,8,96.6,195,38.9,45,5,75,26,162,495,2374,4.8,21,21,4,59T,133,26.9,7,315,3701,11.8,27,45,5,75,195,61.9,6,50,2,196,88,24,8,1022,585,371,63.4,7.2,4224,31,11,94.8,214,36.6,49,10,47,412,1773,4.3,16,6,1,44,116,28.2,12,371,4224,11.4,31,49,10,47,214,57.7,4,74,0,2,2,38,956,310,673,205,90,27,22,1035,17,10,214,50,19,79.2,43,89.6,0,0,1,0,0,0,19,0.052631579
Buccaneers,2020,626,410,65.5,7.6,4776,42,12,102.8,238,38,67,12,50,22,150,369,1519,4.1,16,9,2,98,82,22.2,3,410,4776,11.6,42,67,12,50,238,58,5,59,0,191,83,14,8,1017,617,426,69,7,4311,29,15,94.3,215,34.8,46,7,75T,358,1289,3.6,10,4,1,62,78,21.8,5,426,4311,10.1,29,46,7,75T,215,50.5,4,70,0,1,1,48,957,289,682,205,82,25,14,1023,15,10,171,37T,28,90.3,52,91.2,0,0,1,1,1,1,13,0.076923077
Cardinals,2020,575,387,67.3,7.1,4102,27,13,94.1,211,36.7,45,14,80T,29,186,479,2237,4.7,22,17,2,69T,136,28.4,9,387,4102,10.6,27,45,14,80,211,54.5,6,49,0,202,80,25,17,1083,570,365,64,6.9,3949,26,11,91.5,207,36.3,48,5,76T,436,2008,4.6,13,10,0,38T,118,27.1,5,365,3949,10.8,26,48,5,76T,207,56.7,1,57,0,1,0,48,967,257,724,202,80,21,14,1054,15,10,129,90,23,76.7,45,97.8,0,0,0,0,0,0,23,0.043478261
Chargers,2020,627,413,65.9,7.2,4548,31,10,97,226,36,54,10,72T,34,219,466,1784,3.8,12,10,0,36,111,23.8,8,413,4548,11,31,54,10,72,226,54.7,3,45,2,224,99,25,12,1127,543,340,62.6,6.8,3715,29,12,91.4,186,34.2,44,10,54T,427,1917,4.5,17,13,1,55T,112,26.2,8,340,3715,10.9,29,44,10,54T,186,54.7,2,54,0,1,2,27,920,304,643,204,89,15,10,997,6,7,217,78,24,72.7,36,92.3,0,0,0,0,0,0,22,0.045454545
Chiefs,2020,630,420,66.7,7.9,5005,40,7,107.3,255,40.5,69,8,75T,24,151,403,1799,4.5,13,10,0,32,110,27.3,5,420,5005,11.9,40,69,8,75,255,60.7,7,57,3,194,95,16,9,1057,557,349,62.7,7.1,3968,29,16,89.4,202,36.3,54,9,72T,433,1954,4.5,14,8,3,65,113,26.1,1,349,3968,11.4,29,54,9,72T,202,57.9,8,64,0,1,2,32,919,281,670,188,77,20,13,1022,13,5,259,50,25,92.6,48,88.9,1,1,1,1,1,0,1,1
Colts,2020,552,371,67.2,7.6,4186,24,11,95.9,201,36.4,56,8,55,21,133,459,1996,4.4,20,12,3,62,129,28.1,1,371,4186,11.3,24,56,8,55,201,54.2,3,50,3,197,78,26,16,1032,562,369,65.7,7.3,4127,24,15,90.5,203,36.1,53,6,73,390,1448,3.7,16,4,0,31,94,24.1,4,369,4127,11.2,24,53,6,73,203,55,6,78,0,3,4,40,923,232,668,203,86,14,6,992,14,10,266,50,32,86.5,43,95.6,1,0,0,0,0,0,10,0.1
Cowboys,2020,639,413,64.6,7.1,4511,25,13,89.9,231,36.2,50,11,69,44,350,430,1788,4.2,14,7,2,42,115,26.7,7,413,4511,10.9,25,50,11,69,231,55.9,3,42,4,215,87,31,17,1113,513,328,63.9,7.4,3820,34,10,100.4,180,35.1,51,11,81T,510,2541,5,20,18,3,69T,142,27.8,9,328,3820,11.6,34,51,11,81T,180,54.9,2,46,2,0,0,31,1006,364,678,209,98,21,10,1054,16,12,108,43,34,82.9,33,91.7,1,0,0,0,0,0,7,0.142857143
Dolphins,2020,559,370,66.2,7,3937,24,13,91.2,207,37,40,4,70,34,201,428,1688,3.9,15,7,0,31,100,23.4,5,370,3937,10.6,24,40,4,70,207,56,3,42,4,202,78,10,8,1021,545,343,62.9,8,4373,21,18,87,193,35.4,57,12,85T,412,1862,4.5,17,9,0,37,113,27.4,5,343,4373,12.8,21,57,12,85T,193,56.3,5,76,2,0,0,41,950,322,627,186,58,26,12,998,16,10,146,29,36,92.3,36,100,0,1,0,0,0,0,26,0.038461538
Eagles,2020,598,334,55.8,6.2,3728,22,20,72.9,177,29.6,43,9,81T,65,401,403,2027,5,16,12,5,82,114,28.3,15,334,3728,11.2,22,43,9,81,177,53,1,42,7,220,82,35,15,1066,530,364,68.7,7.8,4122,27,8,102.4,209,39.4,50,12,69,481,2012,4.2,20,13,5,80,98,20.4,5,364,4122,11.3,27,50,12,69,209,57.4,3,43,1,1,1,49,1023,310,749,211,80,18,7,1060,14,10,101,30T,14,73.7,24,92.3,0,1,0,0,0,0,14,0.071428571
Falcons,2020,628,408,65,7.4,4620,27,11,93.9,243,38.7,59,8,63T,41,257,409,1532,3.8,13,6,1,62T,86,21,5,408,4620,11.3,27,59,8,63,243,59.6,5,41,1,221,97,26,15,1078,625,425,68,7.9,4918,34,12,101.7,239,38.2,66,9,58,380,1677,4.4,15,8,2,45,97,25.5,8,425,4918,11.6,34,66,9,58,239,56.2,4,51,0,0,1,29,958,308,694,195,80,23,10,1034,17,9,204,67T,38,95,34,89.5,0,0,0,0,0,0,18,0.055555556
Commanders,2020,601,389,64.7,6.3,3796,16,16,80.1,184,30.6,40,6,68,50,331,400,1611,4,18,7,1,40,108,27,3,389,3796,9.8,16,40,6,68,184,47.3,7,37,0,225,88,19,11,1051,529,330,62.4,6.4,3393,21,16,81.4,161,30.4,36,11,56T,428,1805,4.2,14,11,5,50T,100,23.4,7,330,3393,10.3,21,35,11,56T,161,48.8,1,66,1,1,2,47,949,328,659,216,81,24,9,1004,14,7,136,76,27,79.4,30,93.8,0,0,0,0,0,0,31,0.032258065
Giants,2020,517,321,62.1,6.4,3336,12,11,79.6,178,34.4,36,5,53,50,310,399,1768,4.4,13,9,3,80T,91,22.8,5,321,3336,10.4,12,36,5,53,178,55.4,3,27,2,198,72,22,14,966,574,388,67.6,7.2,4130,22,11,93.2,215,37.5,43,6,68T,432,1782,4.1,14,9,1,56T,115,26.6,10,388,4130,10.6,22,43,6,68T,215,55.4,8,75,1,0,1,40,1039,369,678,204,91,18,11,1046,14,11,101,46T,31,96.9,21,91.3,0,0,0,0,0,0,28,0.035714286
Jaguars,2020,616,387,62.8,6.4,3955,25,16,83.9,205,33.3,45,5,73,44,256,337,1519,4.5,9,6,1,47T,80,23.7,3,387,3955,10.2,25,45,5,73,205,53,2,37,3,207,84,26,7,997,533,370,69.4,8.1,4322,34,12,105.6,210,39.4,52,9,78T,517,2452,4.7,23,23,4,56,140,27.1,4,370,4322,11.7,34,52,9,78T,210,56.8,4,60,0,0,1,18,1037,333,729,198,86,18,12,1068,12,5,200,53T,18,72,24,85.7,0,1,0,0,0,0,32,0.03125
Jets,2020,499,292,58.5,6.2,3115,16,14,75.9,146,29.3,39,6,69,43,319,406,1683,4.2,9,4,1,46T,94,23.2,2,292,3115,10.7,16,39,6,69,146,50,2,26,1,206,70,18,7,948,605,418,69.1,7.6,4595,34,10,103.2,235,38.8,50,9,54,445,1792,4,16,10,5,80T,100,22.5,11,418,4595,11,34,50,9,54,235,56.2,4,67,0,1,1,31,1058,352,707,202,90,12,5,1081,17,8,134,35T,21,75,20,83.3,0,0,0,0,0,0,25,0.04
Lions,2020,582,374,64.3,7.6,4397,27,13,93.3,220,37.8,58,8,73,42,293,367,1499,4.1,17,5,1,54,93,25.3,5,374,4397,11.8,27,58,8,73,220,58.8,1,45,2,192,79,20,10,986,557,383,68.8,8.5,4753,38,7,112.4,253,45.4,66,8,75T,487,2158,4.4,27,7,2,75T,127,26.1,5,383,4753,12.4,38,66,8,75T,253,66.1,7,51,0,1,0,24,1026,329,718,193,91,18,11,1073,15,5,65,36,21,75,38,92.7,0,1,0,0,0,0,30,0.033333333
Packers,2020,526,372,70.7,8.2,4299,48,5,121.5,216,41.1,57,14,78T,21,193,443,2118,4.8,16,10,4,77,114,25.7,4,372,4299,11.6,48,57,14,78,216,58.1,3,66,2,180,89,21,13,990,536,346,64.6,7.1,3793,23,11,91.1,184,34.3,39,9,53,397,1805,4.6,16,9,3,57,119,30,3,346,3793,11,23,39,9,53,184,53.2,5,74,1,1,1,41,921,293,633,185,73,24,14,974,12,7,98,24T,16,100,59,93.6,0,0,1,1,0,0,8,0.125
Panthers,2020,550,373,67.8,7.5,4129,16,16,87.4,192,34.9,55,9,75T,36,241,407,1704,4.2,19,6,1,45T,110,27,7,373,4129,11.1,16,55,9,75,192,51.5,3,38,1,195,76,27,15,993,585,398,68,6.9,4024,28,7,98.4,211,36.1,50,6,50,408,1936,4.8,17,11,4,98T,114,27.9,6,398,4024,10.1,28,50,6,50,211,53,3,58,3,0,0,29,993,391,619,199,98,10,6,1022,14,15,110,66,29,80.6,33,91.7,0,0,0,0,0,0,29,0.034482759
Patriots,2020,440,283,64.3,7.1,3124,12,14,81.1,157,35.7,38,3,50,37,234,502,2346,4.7,20,13,3,49,143,28.5,8,283,3124,11,12,38,3,50,157,55.5,6,36,1,186,76,17,9,979,494,333,67.4,7.5,3722,22,18,89.3,187,37.8,48,8,54T,464,2103,4.5,17,10,0,35,131,28.2,2,333,3722,11.2,22,48,8,54T,187,56.2,2,52,1,0,1,24,1001,321,606,186,76,16,9,982,5,4,162,43T,26,92.9,30,90.9,0,1,0,0,0,0,15,0.066666667
Raiders,2020,551,369,67,8,4383,28,10,100.4,206,37.4,59,12,85,28,166,457,1916,4.2,20,9,1,43,121,26.5,9,369,4383,11.9,28,59,12,85,206,55.8,4,48,1,198,91,21,16,1036,580,370,63.8,7.5,4341,28,10,95.3,223,38.4,50,7,92T,438,2013,4.6,24,14,2,62T,114,26,2,370,4341,11.7,28,50,7,92T,223,60.3,3,74,0,0,0,21,936,274,675,205,100,17,14,1039,8,5,156,47,33,94.3,45,95.7,0,0,0,0,0,0,20,0.05
Rams,2020,590,392,66.4,7.1,4183,20,14,88.4,206,34.9,50,6,56T,25,169,473,2018,4.3,19,9,4,61T,123,26,4,392,4183,10.7,20,50,6,56,206,52.6,4,43,1,226,98,17,8,1088,548,347,63.3,6.2,3401,17,14,80.4,170,31,36,4,59T,388,1460,3.8,12,2,0,27,91,23.4,7,347,3401,9.8,17,36,4,59T,170,49,1,68,1,1,3,53,946,325,636,209,74,21,9,989,12,8,266,84,24,80,38,90.5,0,0,1,0,0,0,17,0.058823529
Ravens,2020,406,257,63.3,7.2,2919,27,11,95.7,142,35,38,5,70T,32,180,555,3071,5.5,24,31,5,72,166,29.9,11,257,2919,11.4,27,38,5,70,142,55.2,3,55,2,207,101,19,12,993,596,380,63.8,6.4,3808,22,10,87.2,213,35.7,38,4,50,382,1740,4.6,12,12,3,74,96,25.1,7,380,3808,10,22,38,4,50,213,56,11,67,3,2,0,39,951,320,645,191,65,35,16,1017,25,11,78,25,26,89.7,52,98.1,1,0,1,0,0,0,3,0.333333333
Saints,2020,522,370,70.9,7.6,3945,28,8,104.1,199,38.1,44,9,52T,29,187,494,2265,4.6,30,14,3,49T,147,29.8,9,370,3945,10.7,28,44,9,52,199,53.8,4,59,0,208,93,16,11,1045,557,333,59.8,6.8,3759,28,18,83.3,185,33.2,49,9,74T,390,1502,3.8,11,8,1,82T,85,21.8,7,333,3759,11.3,28,49,9,74T,185,55.6,0,84,0,1,1,45,873,273,638,207,79,30,16,992,7,8,196,48T,23,82.1,57,98.3,0,0,1,0,0,0,4,0.25
Seahawks,2020,563,388,68.9,7.5,4245,40,13,105,216,38.4,45,11,62,48,304,411,1971,4.8,15,11,1,50,111,27,6,388,4245,10.9,40,45,11,62T,216,55.7,3,55,1,189,76,14,8,1022,674,450,66.8,7.1,4811,23,14,90.2,253,37.5,55,9,52,392,1529,3.9,18,7,1,60,97,24.7,6,450,4811,10.7,23,55,9,52,253,56.2,2,80,0,3,0,46,1014,304,754,223,105,23,10,1112,14,8,106,32,24,100,49,92.4,0,0,0,0,0,0,9,0.111111111
Steelers,2020,656,428,65.2,6.3,4129,35,11,93.5,206,31.4,48,7,84T,14,126,373,1351,3.6,12,10,2,59,81,21.7,7,428,4129,9.6,35,48,7,84,206,48.1,8,50,2,230,97,19,10,1043,526,298,56.6,6.6,3494,22,18,76.7,163,31,45,7,73T,414,1783,4.3,13,11,2,74T,94,22.7,6,298,3494,11.7,22,45,7,73T,163,54.7,4,84,0,1,3,56,890,244,652,222,83,20,5,996,13,8,169,37T,23,95.8,41,91.1,0,0,0,0,0,0,12,0.083333333
Texans,2020,546,383,70.2,8.9,4843,33,7,112.3,222,40.7,70,11,77T,50,305,344,1466,4.3,10,5,1,48,83,24.1,7,383,4843,12.6,33,69,11,77,222,58,7,44,1,193,83,16,9,940,541,377,69.7,8,4325,30,3,109.6,222,41,52,11,73T,493,2564,5.2,24,17,7,94T,145,29.4,4,377,4325,11.5,30,52,11,73T,222,58.9,1,50,0,0,1,34,1064,346,698,202,96,21,11,1068,9,6,19,19T,27,87.1,37,92.5,0,0,0,0,0,0,16,0.0625
Titans,2020,485,316,65.2,7.9,3826,33,7,105.9,203,41.9,44,13,75T,25,173,521,2690,5.2,26,20,5,94,142,27.3,5,316,3826,12.1,33,44,13,75,203,64.2,3,62,4,182,84,16,10,1031,630,423,67.1,7.3,4593,36,15,97.5,247,39.2,55,8,75T,427,1933,4.5,18,12,2,59,113,26.5,10,423,4593,10.9,36,55,8,75T,247,58.4,5,81,1,0,0,19,1018,316,669,214,111,26,15,1076,12,8,189,68,20,71.4,51,96.2,1,0,0,0,0,0,5,0.2
Vikings,2020,516,349,67.6,8.3,4265,35,13,105,212,41.1,58,7,71T,39,256,468,2283,4.9,20,10,1,70T,139,29.7,5,349,4265,12.2,35,58,7,71,212,60.7,4,55,8,181,74,23,13,1028,541,358,66.2,7.9,4267,30,15,97,208,38.4,63,12,61,472,2151,4.6,19,6,2,42T,136,28.8,5,358,4267,11.9,30,63,12,61,208,58.1,2,56,0,1,0,23,1023,389,665,185,73,24,17,1031,11,7,65,16,15,68.2,37,86,0,0,0,0,0,0,11,0.090909091
49ers,2019,478,331,69.2,8.4,4029,28,13,103.1,195,40.8,62,8,75,36,237,498,2305,4.6,23,16,4,83,110,22.1,8,331,4029,12.2,28,62,8,75,195,58.9,3,56,2,200,90,12,7,1012,519,318,61.3,5.9,3074,23,12,83,150,28.9,34,5,88T,401,1802,4.5,11,9,1,40T,105,26.2,9,318,3074,9.7,23,34,5,88T,150,47.2,7,75,2,0,3,48,894,259,664,192,64,25,8,968,23,15,286,49,30,76.9,49,98,0,0,1,1,1,0,24,0.041666667
Bears,2019,580,371,64,6.2,3573,20,12,83.9,178,30.7,39,2,53,45,282,395,1458,3.7,8,5,2,55T,85,21.5,5,371,3573,9.6,20,39,2,53T,178,48,1,30,1,216,77,21,7,1020,571,362,63.4,6.6,3796,17,10,85.2,190,33.3,40,7,75T,414,1632,3.9,16,9,2,59,86,20.8,5,362,3796,10.5,17,40,7,75T,190,52.5,4,67,0,1,1,32,893,217,734,209,76,23,13,1017,12,9,157,59,23,82.1,27,93.1,1,0,0,0,0,0,7,0.142857143
Bengals,2019,616,356,57.8,6.5,3994,18,16,76.2,191,31,48,7,66T,48,342,385,1517,3.9,9,8,1,41,85,22.1,3,356,3994,11.2,18,48,7,66,191,53.6,7,28,2,222,80,26,13,1049,499,308,61.7,8.3,4121,25,11,95.4,183,36.7,70,12,79T,504,2382,4.7,17,22,2,57,124,24.6,5,308,4121,13.4,25,70,12,79T,183,59.4,4,58,0,1,0,31,996,353,668,209,89,10,5,1034,9,5,181,34,27,87.1,24,96,1,0,0,0,0,0,30,0.033333333
Bills,2019,513,299,58.3,6.8,3476,21,12,82.8,162,31.6,54,8,53,40,247,465,2054,4.4,13,13,1,41,120,25.8,13,299,3476,11.6,21,54,8,53,162,54.2,0,35,3,212,76,18,8,1018,553,348,62.9,6.2,3421,15,14,78.8,169,30.6,34,4,61T,388,1649,4.2,12,12,1,65T,93,24,6,348,3421,9.8,15,34,4,61T,169,48.6,9,83,0,1,0,44,957,292,614,212,76,21,8,985,16,9,59,49,22,78.6,30,93.8,1,0,0,0,0,0,23,0.043478261
Broncos,2019,504,312,61.9,6.8,3401,16,10,84.1,162,32.1,46,10,75,41,286,409,1662,4.1,11,8,1,40T,77,18.8,2,312,3401,10.9,16,46,10,75,162,51.9,4,28,1,202,64,16,11,954,537,348,64.8,7.1,3822,19,10,89.8,175,32.6,46,11,75,426,1783,4.2,9,7,2,81,96,22.5,1,348,3822,11,19,46,10,75,175,50.3,5,70,1,0,0,40,982,337,643,211,79,19,9,1003,9,6,87,24,29,85.3,25,96.2,0,0,0,0,0,0,21,0.047619048
Browns,2019,539,318,59,7.1,3847,22,21,78.4,180,33.4,58,9,89T,41,293,393,1901,4.8,15,11,4,88T,90,22.9,5,318,3847,12.1,22,58,9,89,180,56.6,2,38,1,196,71,17,7,973,513,318,62,7.3,3740,25,14,89,184,35.9,48,8,75T,463,2315,5,19,14,3,83T,124,26.8,10,318,3740,11.8,25,48,8,75T,184,57.9,3,64,0,0,1,38,925,255,711,195,74,17,6,1014,12,6,219,61T,25,86.2,30,85.7,0,0,0,0,0,0,16,0.0625
Buccaneers,2019,630,382,60.6,8.1,5127,33,30,84.1,244,38.7,75,13,71T,47,282,409,1521,3.7,15,10,1,49,81,19.8,6,382,5127,13.4,33,75,13,71,244,63.9,3,54,5,217,90,17,9,1086,664,408,61.4,7,4647,30,12,90,222,33.4,57,14,75T,362,1181,3.3,11,4,1,59,70,19.3,6,408,4647,11.4,30,57,14,75T,222,54.4,5,96,4,0,2,47,914,246,705,218,75,27,13,1073,21,15,201,70,27,77.1,43,89.6,0,0,0,0,0,0,29,0.034482759
